MisconceptionId,MisconceptionName
1705,Rounds to the nearest integer when estimating
1706,"When calculating perimeter, only adds the marked lengths"
1707,Misinterprets the meaning of angles on a straight line angle fact
1708,Does not understand place value within a number
1709,Believes a factor pair doesn't have to be 2 integers
1710,"When finding a percentage of an amount, assumes they divide the percentage by 10, but not the amount, before multiplying"
1711,Is not familiar with the names of the different parts of a fraction
1712,"Includes all faces when finding surface area of a compound shape, including those which are stuck together"
1713,Believes inverse function notation means multiplying by negative 1
1714,"When completing the square, believes the constant in the bracket is the square root of the coefficient of x"
1715,Converts a fraction to a decimal by using only the numerator after the decimal point
1716,Goes the wrong direction in the sequence when identifying term-to-term rule
1717,Swaps the dividend and divisor in order to get an integer answer
1718,Thinks there are 100 seconds in an hour
1719,Believes a rhombus has one pair of equal sides
1720,Identifies the term-to-term rule rather than the next term
1721,Does not recall the steps required to draw an angle
1722,Believes a subtraction cannot be partitioned into separate subtractions
1723,Assumes all journeys of the same distance take the same amount of time
1724,"When completing the square, believes that a is always half the x-coefficient. "
1725,"Does not recognise inches ("") as a unit of length"
1726,Believes there is more than one line which passes through a given pair of points
1727,Rounds the wrong way when interpreting a real-life context
1728,"When solving a pair of simultaneous equations, thinks they need to make the coefficients of both variables the same"
1729,"When solving simultaneous equations, finds the correct numbers to transform the equations, but uses them the wrong way around."
1730,"When adding decimals with a different number of decimal places, lines up the digits incorrectly"
1731,Makes an assumption about the squares on a scale representing either 1 or 10
1732,Thinks a factor tree splits a number into a pair of numbers that sum to the given number.
1733,Confuses tangent and chord
1734,Thinks that we can remove a division symbol and just write the variables next to each other
1735,Does not realise a quadratic must be in the form ax^2+bx+c=0 to find the values for the quadratic formula
1736,Believes clock times can be written with a decimal point rather than a colon
1737,Only looks at the difference between one pair of terms when discerning the pattern
1738,Uses sin when cos is required
1739,Does not understand changing decimals to fractions
1740,Does not recognise the properties of a kite
1758,Can not recognise all factor pairs of numbers
1759,Assumes decimal point can be ignored when given a decimal percentage to convert to a fraction
1760,"Reads the position of a number from the space between the line marked, rather than the line marked"
1761,Does not understand what each part of a bar model represents as a fraction
1762,"Thinks that when drawing the plan view, the top layer of the shape needs to be drawn in the row above "
1763,Confuses arc and diameter
1764,Estimated when not appropriate
1765,"Does not understand how to answer generalised statements (eg. by testing values to check for always, sometimes, never)"
1766,Thinks x^2 - a^2x is a valid form of difference of two squares
1767,Does not realise that a pictogram needs a title or question
1768,Believes the y-intercept of a line is the solution to its equation
1769,Does not know how to read information off a pie chart
1770,Believes the proportion for a pie chart sector is 1 divided by the number of degrees
1771,Believes the solution of a quadratic inequality is always the interval between the roots
1772,Believes a reciprocal graph comes from a cubic equation
1773,Adds rather than subtracts when answering worded problems
1774,"When multiplying a surd by an integer to write as one surd, squares the number under the surd rather than the number in front"
1775,Stops iteration too early when solving equations
1776,Believes they solve mx + c = 0 by substituting in x = 0
1777,Confuses the graph of 1/x with 1/x² when both are shown
1778,Believes you subtract the number marked second from the estimated population to find the number marked first when using the capture-recapture method
1779,Does not recognise that a shape translated would not change orientation
1780,Thinks all dimensions given must be used when calculating the area
1781,Does not think we can have negative powers in standard form
1782,Does not recognise miles as a unit of length
1783,Confuses pyramid with prism
1784,Believes a horizontal line can show a constant rate of change
1785,Added the base numbers
1786,Converts a fraction to a percentage by writing the numerator followed by the denominator
1787,"When talking about money ""taken"" in a retail context, thinks that means take-away rather than add"
1788,Uses slant heights instead of parallel sides to find area of a trapezium
1789,Thinks the elevation is taken from an angle to include aspects of the other side
1790,Does not know the correct notation for labelling a side length
1791,Does not know that vertically opposite angles are equal
1792,Has multiplied the base number and the power
1793,Does not count end number when counting
1794,Does not recognise that choosing 2 items at once means the first item does not get replaced in a probability question
1795,"Believes you subtract the smaller digit from the larger digit in column subtraction, regardless of position"
1796,Thinks a positive x value in a column vector means to move left rather than right
1797,Assumes the range of a set of data starts at zero
1798,Believes 1 is a prime number
1799,"When converting fraction to ratio, thinks you just use the numerator and denominator as the numbers in the ratio "
1800,Believes multiplying two positives gives a negative answer
1801,Believes they always divide by the conversion factor when converting units
1802,Adds instead of subtracts when finding the area of part of a shape
1803,Believes they can divide by a variable without checking whether it could equal zero
1804,"When dividing fractions, multiplies the numerators and multiplies the denominators"
1805,Does not realise that subtracting a negative is the same as adding it's additive inverse
1806,Only recognises the negative form of a quadratic graph
1807,"When multiplying mixed numbers, forgets to multiply the fraction"
1808,does not realise that the product of prime factors will also be a factor of the original number 
1809,Rounds too little when estimating
1818,Thinks you can find missing values in a given table by treating the row as linear and adding on the difference between the first two values given.
1819,Confuses order of sides in a trigonometric ratio
1820,"Uses the denominator when converting from fractions to ratio, rather than numerator."
1821,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is the second difference"
1822,Thinks they multiply the numerator and denominator together to convert a fraction to a percentage 
1823,"When there are two modes, finds the mean of these values and gives that as the mode"
1824,Counts the starting number when counting backwards
1825,Does not fully simplify fraction
1826,Believes the solution of a quadratic is its turning point
1827,Believes the upper bound of an interval in a grouped frequency table is equivalent to the group width of the interval
1828,Does not understand inequality notation
1829,Believes they must change the direction of the inequality when dividing through by a positive number.
1830,Thinks area of a circle = radius x pi 
1831,Does not know the properties of a cylinder
1832,Confuses linear and reciprocal graphs
1833,"When drawing a histogram, thinks you plot frequency on the horizontal axis"
1834,Confuses an equation with an expression
1835,When finding the area of a parallelogram finds base x perpendicular height but divides the answer by 2 
1836,Believes lines of symmetry must be vertical or horizontal
1837,Names one of the faces of a 3D shape rather than the 3D shape name
1838,"Confuses the roles of initial capture, recapture, and total population in the capture-recapture method"
1839,Does not know how to use a bar model to write division facts
1840,Thinks the fraction button on a calculator converts fractions to decimals
1841,Thinks the number of wholes in a mixed number represents the tens from the numerator of an improper fraction
1842,Confuses the number of regions in a Venn diagram as the total number of entries in the diagram
1843,"When using interpolation to estimate frequency that is above a certain value, believes they can add the estimated frequency up to that value in its class, rather than the estimated frequency after it"
1844,Uses length scale factor for area without squaring 
1845,"When multiplying involving a multiple of 10, just multiplies the digits and ignores the zeros "
1846,Is not able to spot a proportional relationship pictorially unless they are laid out in groups
1847,Confuses the part and the whole in fraction of an amount problems
1848,Thinks the y coordinate of a point on the x axis is 1
1849,Believes the gradient of a line is given by the x intercept
1850,Mixes up square rooting and fourth rooting
1851,Does not know the properties of an isosceles triangle
1852,"When adding an integer to a fraction, thinks you add the integer to the numerator"
1853,Thinks an enlargement of any scale factor keeps side lengths the same
1854,Confuses tangent and radius
1855,"Believes that if one number in a product decreases, the answer must increase. "
1856,Thinks multiplication and addition are the same
1857,Believes a cubic equation will have a linear graph
1858,Does not compensate when subtracting
1859,Thinks the mode in a stem and leaf diagram  is the stem that has the most leaves 
1860,Believes a reciprocal graph can be a straight line
1861,Rounds to nearest 50 not 20
1862,Performs addition ahead of division
1863,Thinks 1l = 10 cubic centimetres
1864,Does not realise that the order is important in a ratio
1865,"When dividing numbers with different bases, subtracts the powers and subtracts the base numbers."
1866,Confuses additive and multiplicative relationships
1867,Finds unit price then forgets to multiply up
1868,Believes lines are parallel if they have the same y intercept 
1869,"Believes that the larger the divisor, the larger the answer."
1870,Thinks there are 10000mm in a metre
1871,"Thinks factorising a quadratic means factorising the variable terms into a single bracket, and leaving out the constant"
1872,Believes they only need to multiply the first and last pairs of terms when expanding double brackets
1873,Believes the median is the midpoint of the range
1874,Believes the median is the frequency for the category in which it is located
1875,Has used a subtraction sign to represent division
1876,Counts leading zero as a significant figure
1877,Thinks rectangles have rotational symmetry or order 4
1878,"In inverse proportion, believes that if one variable is a reciprocal, the other variable will be the reciprocal as well. "
1879,Believes midpoint of an interval is used rather than total frequency to calculate the sector angle for a pie chart
1880,Mixes up greater than and less than symbols
1881,Halves when asked to find the cube root
1882,Believes square numbers are triangle numbers
1883,Uses only the base and perpendicular height when calculating the area of a trapezium
1884,Thinks numbers are a multiple of their index
1896,"When finding the gradient from the equation of a line in the form ax + by = c, believes b/a is the gradient"
1897,Confuses vertically opposite angles and angles around a point
1898,"When adding decimals, just adds the digits and ignores place value"
1899,Thinks the missing length has to be half the length of the side given
1900,Thinks two variables next to each other represent addition
1901,Subtracted base numbers as well as powers
1902,Gets the minutes and hours the wrong way around
1903,Thinks all lines on a net will form edges in 3D
1904,Believes the numbers in factorising should multiply to give the coefficient of x and add to give the constant
1905,Believes that when finding bounds you round to the nearest whole number
1906,Gives 3-letter angle notation in the wrong order
1907,Believes an interior angle in a regular polygon can be found using 360 subtract (180 over number of sides)
1908,Ignores numerical terms when setting up an equation from a question
1909,Does not consider the denominator when adding/ subtracting fractions. Adds/subtracts the numerator and makes the denominator the one with the highest value.
1910,Confuses relative frequency and expected frequency
1911,Only multiplies second term in the expansion of a bracket
1912,Gives the probability out of the number of non-successes rather than the total
1913,"Gives the smallest whole when asked for the smallest fraction shaded, presented visually"
1914,Converts fraction to percentage by multiplying the denominator by 10
1915,When multiplying mixed numbers thinks they add the integers
1916,"When subtracting fractions, subtracts the numerators and multiplies the denominators"
1917,Confuses the meaning of parallel and perpendicular
1918,Does not fully simplify ratio
1919,Believes that a fractional index also means you need to find the reciprocal
1920,Forgotten that anything to the power of 0 equals 1
1921,Does not understand laws of indices
1922,Gets the dividend and divisor the wrong way round when doing long division
1923,Thinks a greater range means more consistent data
1924,Believes that a number divided by itself equals 0
1925,Believes nth term rules for patterns must be given in standard an + b form
1926,"Believes you use the half of the base length to find the area of an isosceles triangle, following using it to find the perpendicular height"
1927,Does not know the definition of a prism
1928,Mixes up the numerator and denominator
1929,Does not understand the concept of inverse operations in algebra
1930,Believes it's ok to change the scale on an axis for the negative values
1931,Believes the opposite side is where the adjacent side is in a right angled triangle
1932,Counts partial symbols as if they were whole on pictograms
1933,Believes that the reciprocal of a number is equal to that number (1/x = x)
1934,Multiplied by the scale factor rather than divided in direct proportion problems
1935,"Divides length of original by length of image to find scale factor, rather than image by original."
1936,Believes the integer can be written before or after the surd eg. 3√2 = √2 3
1937,Believes subtracting a positive number from a negative number makes the answer less negative
1938,Ignores zeros when giving the value of an integer
1939,Difficulty with translating a mathematical answer into a real world context
1940,Believes a kite has bisecting diagonals
1941,"Confuses the order of operations, believes subtraction comes before multiplication "
1942,Chooses the wrong 3 letters to describe an angle
1943,Includes the intersection of a Venn diagram when asked to find the value of a set only
1944,Confuses the radius with the radius squared in the equation of a circle
1945,Believes an upward slope on a distance-time graph means the movement has stopped
1946,Believes numbers are divisible by numbers which sum to their factors
1947,Writes more than three repeated symbols next to each other in Roman numerals
1948,Believes the inverse of square rooting is doubling
1949,"Believes reflection in y=-x switches the signs of the coordinates, but not their numbers"
1950,forgets to include the common factors when calculating the lowest common multiple
1951, Does not believe that a negative multiple of a vector is in the opposite direction
1952,Confuses class width and frequency when calculating frequency density
1953,Makes an assumption about line segments being equal within a shape
1954,Divides when converting to a smaller unit
1955,Thinks that a percentage can be converted to a fraction using a denominator of 10 
1956,Doubles side length for similar shape instead of using correct scale factor
1957,"Reads 10,000 as 1000"
1958,"Believes the smaller number is always subtracted from the larger, regardless of the order of the calculation"
1959,Does not know that a solid is a 3D shape
1960,Does not realise that the sum of the two shorter sides must be greater than the third side for it to be a possible triangle
1961,Fails to identify mirror line
1962,Doesn't take into account cost when calculating expected return/profit
1963,Performs subtraction right to left if priority order means doing a calculation to the right first
1964,Estimates obtuse angles as 90 degrees or less
1965,Thinks you need to just add a % sign to a decimal to convert to a percentage
1966,Finds the median instead of the mean
1989,Believes a coordinate cannot be placed beyond the bounds of the grid shown
1990,Fails to reflect across mirror line
1991,Assumes any variable in a sum on the numerator can be divided by the denominator
1992,Believes extreme values can affect the mode
1993,Believes total in a grouped table is found by counting rows
1994,"When completing the square in the form (x - a)^2 + b, believes b = -a^2 regardless of the original constant"
1995,Mixes up shortest and longest when ordering times
1996,Only includes fully shaded squares when counting area
1997,Believes vertically opposite angles sum to 180 degrees
1998,"When finding which term represents the median, thinks you divide the total number of terms by 2"
1999,Does not interpret the correct order of operations from a worded problem
2000,Believes multiplying by 0.1 is the same as multiplying by 10
2001,"When solving an equation,  subtracts instead of multiplying"
2002,"When dividing a decimal by an integer, divides by the wrong power of 10 when reinserting the decimal."
2003,Believes multiply all numbers in a prime factor venn diagram gives the value of one sets number
2004,Confuses frequency polygons with cumulative frequency diagrams
2005,Multiplies all given dimensions when calculating the length of the hypotenuse in a right angled triangle
2006,Believes the mean is total divided by sum of categories given
2007,Believes the number of vertices on a 3D shape match those of the 2D cross section
2008,"When substiting into an algebraic term, raises the coefficient to the power of the variable rather than multiplying the coefficient and the variable.."
2009,"Assumes they add all values in a worded problem, thereby not interpreting the problem correctly"
2010,Does not understand power notation
2011,"When simplifying surds, leaves the square root of the biggest square number under the root and puts the other number on the outside"
2012,When reading a dash on a number line does not take into account the number at the start or the width of each division
2013,"When drawing a histogram, thinks you plot cumulative frequency on the horizontal axis"
2014,Believes if a point is reflected in the line x=a then the x coordinate of the point will become 'a'
2015,Forgot to square both parts of the fraction
2016,Believes the nth term of a descending sequence will have a positive coefficient of n
2017,Mixes up square rooting and multiplying by 2 or doubling
2018,Thinks a divide and a negative sign next to each other makes a minus
2019,"When there's a negative sign in the question, thinks the answer must be negative"
2020,"When simplifying surds, does not use the largest square number to simplify"
2021,Does not recognise when a fraction can be simplified
2022,"
Has incorrect belief about the meaning of ""expression"""
2023,Thinks when finding a percentage you divide by the percentage being asked
2024,Confuses the variable and frequency columns in a frequency table
2025,Does not realise a triangular prism is a 3D shape
2026,Reflects instead of rotates
2027,Believes that an + b is still a multiple of a
2028,"When writing a number between zero and one in standard form, thinks the power is the negative of the number of decimal places"
2029,Believes non-unit multiples of vectors can be the same length
2030,Believes that fractions with larger denominators are greater in size
2031,Misremembers the exact values of trigonometric functions at standard angles
2032,Believes the gradient of a distance-time graph is the acceleration
2033,Rounds to the wrong degree of accuracy (1 decimal place rather than nearest whole number)
2034,Finds an equivalent improper fraction when asked for a mixed number
2035,"When reading integers on a number line, assumes each dash is 10"
2036,Identified the interior not exterior angle at a point
2037,Believes switching the gradient and y-intercept gives a parallel line
2038,Believes a common denominator can only be the lowest common multiple
2039,Thinks you need to just add a % sign to a number to make it a percentage
2040,Has estimated the length of the missing side length by looking at the image  rather than calculating it
2041,Fails to reflect across reflection line without a diagram
2042,Can not square root a negative number
2043,Selects y>a solutions instead of y<a solutions for a quadratic inequality
2044,Does not know the units column is before the decimal point
2045,Writes a variable to the power of n as nx
2046,"When collecting like terms, treats subtractions as if they are additions"
2047,Believes infinite gradient is not possible in real life. 
2048,Has not noticed the difference between 'subtract' and 'subtract from'
2049,Believes a gap of 2 is a gap of 1 on a numberline
2050,Does not recognise a unit of length
2051,Does not correctly apply the commutative property of multiplication
2052,Believes all numbers written in standard form must be smaller than any numbers written in ordinary form
2053,"When reading integers on a number line, assumes each dash is 1"
2054,Believes the number of jumps between two numbers on a numberline represents the sum of those 2 numbers 
2055,"When multiplying a decimal by an integer, ignores decimal point and just multiplies the digits"
2069,"Believes if there are two numbers with the same frequency, there isn't a mode"
2070,"Believes that when factorising a quadratic equation with a coefficient of x squared, the two constants in the brackets are still the solutions of the equation with opposite signs"
2071,Shares equally instead of in given ratio
2072,Confuses formulae for area of triangle and area of rectangle
2073,Converts a fraction to a decimal by placing all values of the fraction after the decimal point
2074,"When describing the relationship between the parts in a ratio, replaces the : with a decimal point to say how many times bigger a part is than the other"
2075,Misunderstands mixed number notation 
2076,Believes an algebraic term with the same coefficient as the value of a constant term can be subtracted to give zero
2077,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are different, we subtract the equations."
2078,Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator
2079,Believes that points on an axis have equal x and y coordinates
2080,Confuses the y-intercept with the turning point of a curve
2081,Thinks there are 7 hours in 1 day
2082,"When multiplying a surd by an integer, multiplies the integer with the number under the surd"
2083,Thinks y =1 is the y axis
2084,"When multiplying numbers with different bases, multiplies the powers and multiplies the base numbers."
2085,Adds instead of multiplies when multiplying algebraic terms
2086,"When calculating volume expressed in cubes, counts only the squares on one face"
2087,Multiplies before applying a power 
2088,"When multiplying variables, thinks they add coefficients as well as powers"
2089,"When asked to find a scale factor, assumes direction of enlargement does not matter"
2126,Miscounts when subtracting over zero
2127,Thinks the gradient of a line includes the variable x
2128,Believes a common denominator must always be the two denominators multiplied together
2129,Increases by the given percentage rather than finding the percentage of an amount
2147,Believes they should multiply each numerator by its original denominator when adding/subtracting fractions
2148,"When simplifying, thinks they write 0 in front of a negative number in the final answer, instead of just writing the negative number"
2149,Converted seconds to minutes instead of seconds to hours
2150,Does not know the 6 timestable
2151,Thinks you cannot find the range if there are an even number of values
2152,Believes every number is the mode when you have data with no mode
2153,Thinks the category with the most common bar height is the mode
2154,Thinks finding a fraction of an amount means subtracting from that amount
2155,"Reflects in an axis, instead of the given mirror line"
2156,Thinks alternate angles are always equal
2157,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation matching the sign (+ if positive, - if negative)"
2158,Multiplies rather than divides when answering worded problems
2159,Believes the fx column for calculating mean is value/frequency
2160,"In repeated percentage change, believes the second change is only a percentage of the first change, without including the original"
2161,Confuses octagon and hexagon
2162,"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer."
2163,Attempts to simplify ratio by subtracting from both sides
2164,Believes a number written in standard form is smaller than another number written in standard form if the number between 1 and 10 is smaller
2165,Thinks that we cannot calculate the range of negative numbers
2166,Adds up the variable column when asked for total frequency
2167,"When a subtraction of one positive number from another, results in a negative answer, they believe the answer is the sum of those 2 numbers with a negative sign put in front."
2168,Assumes a 1:1 conversion ratio between different currencies
2169,Believes that prime numbers can have more than two factors
2170,Subtracts numerators when dividing fractions with a common denominator
2177,Does not know that a reflection would not change the size of the shape
2178,Believes mixed numbers cannot be simplified
2195,Does not know the definition of a prime number
2196,Believes the number of bars gives the total on a bar chart
2197,Thinks you multiply parallel sides to find the area of a trapezium
2198,Finds the mode instead of the median
2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount
2200,Believes that when dividing an integer by a power of 10 you add zeroes after the decimal point
2201,Does not know the definition of a composite number
2202,Thinks we have to add the base numbers as well as the powers when multiplying indices
2203,Lines up the digits incorrectly when doing a subtraction involving two numbers with a different amount of digits
2204,Believes the area of a rectangle is calculated by length add width
2205,Thinks the largest number in a stem and leaf diagram comes from the first leaf next to the largest stem
2206,Added the values together instead of finding the percentage
2207,Believes we can categorise data as primary or secondary without knowing the source
2208,"When writing ratio, writes total as one side"
2209,Confuses an expression with a variable
2210,Ignores colours or design on shape when looking for symmetry
2211,Believes interquartile range is the sum of the lower and upper quartiles
2212,Mixes up smallest and largest when ordering fractions
2213,Assumes regular shape refers only to a square
2214,"Thinks that in the equation y=a, a is the gradient"
2215,Does not recognise when to find a factor from a worded question
2216,Believes the mean from grouped data something divided by the sum of the midpoint values
2217,Thinks subtracting a negative makes your answer smaller
2218,Assumes that opposite angles are equal in a quadrilateral
2219,"Believes any co-interior angles are supplementary, not just those in parallel lines"
2220,Mixes up term in a sequence and position of a term
2221,Has made an order of operations mistake when writing a formula from a given situation
2222,Out by 10 when subtracting
2223,"When dividing fractions, divides the denominators by each other"
2224,Does not recall larger square numbers
2225,Thinks signs are interchangeable when adding or subtracting positive and negative numbers
2226,Incorrect use of scale on a diagram
2227,Subtracts rather than adds when using Pythagoras to find the hypotenuse
2228,Does not know what a Fibonacci sequence is
2229,Believes the mean is something divided by total
2230,substitutes incorrectly
2231,Thinks cross section of a prism can be any face
2232,Thinks that perpendicular lines do not meet at 90 degrees
2233,Thinks the reciprocal of a fraction is what number adds to that fraction to make one whole.
2234,Forgets to change the numerators when finding equivalent fractions
2235,Gives the first significant figure when asked for the second
2236,Does not know that co-interior angles sum to 180 degrees
2237,"Thinks the more digits a number has the greater it is, regardless of place value"
2238,Divides rather than multiplies when scaling up in direct proportion problems
2239,Thinks there are 50 weeks in a year
2240,"When factorising a quadratic with a non-unit coefficient of x squared, believes that coefficient will be in front of both x terms in the factorised form"
2241,Confuses triangular prism with pyramid
2242,Converts a fraction to a decimal by placing the denominator after the decimal point
2243,Believes quartiles are at 1/4 and 3/4 through the range of the data
2244,"Thinks there are 10,000g in a kilogram"
2245,"When using the formula to solve a quadratic equation, believes that a, b and c are always taken from the 1st, 2nd and 3rd terms, respectively, of the quadratic. "
2246,Answers as if there are 10 seconds in a minute when changing from seconds to minutes
2247,Does not understand that a number is divisible by the factors of its factors
2259,Believes the mean is something divided by the sum of the categories given
2260,Identifies a multiple of a number but not a common multiple of a group of numbers
2261,Believes if shapes have rotational symmetry they must have line symmetry
2262,Gets order of ratio wrong
2263,Does not understand the root power of 4
2264,"When subtracting a power of 10, subtracts from the wrong column"
2265,Thinks that probabilities of an event occurring or not occurring must be equal
2266,Believes angles around a point sum to 180
2267,Chooses an incorrect point on the object when describing a 90 or 270 degree rotation
2268,Thinks the x coordinate of a point on the y axis is 1
2269,"When finding the distance between coordinates, includes the starting number"
2270,"In a function machine, confuses an operation with the input"
2271,"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation"
2272,"When dividing involving a multiple of 10, gives an answer 10 times bigger than it should be "
2273,Subtracts instead of divides
2274,"When dividing variables, thinks they subtract coefficients as well as powers"
2275,Believes midpoint calculation is just half of the difference
2276,Has considered the percentage rather than the percentage of the amount
2277,"When factorising into double brackets, finds the correct values for the non variable terms but swops the plus and minus sign"
2278,Subtracts rather than divides when answering worded problems
2279,Adds rather than multiplies when using the product rule for counting
2280,"Believes change in y for gradient is always calculated from the origin, regardless of the y-intercept of the line"
2281,Does not understand which months are in the Spring
2282,"Believes that in y=mx+c, m is the y-intercept"
2283,"When finding the missing length on similar shapes, just finds the difference between the given lengths"
2284,When asked for a specific term in a sequence just gives the next term
2285,"In a function machine, confuses the first operation and the input"
2519,Confuses a term with a variable
2520,Believes the fraction line represents addition
2521,Does not know how to measure reflex angles
2522,Believes the total of the circle in a Venn should be included when intersections should be omitted
2523,Has added on the power of 1/4 rather than raise to the power of 1/4
2524,Has added the powers rather than multiplying them
2525,"When dividing decimals, divides rather than multiplies when reinserting the decimal."
2526,Believes a downward line has a positive gradient
2527,"Writes a repeated root once, rather than in a squared bracket"
2528,Thinks that the perimeter on a square grid is the number of squares surrounding the rectangle
2529,Does not think a ton is a unit of mass
